epoch;accuracy;loss;precision;recall;val_accuracy;val_loss;val_precision;val_recall
0;0.9658058881759644;0.08639402687549591;0.9046444892883301;0.9370607137680054;0.9877424836158752;0.03968117758631706;0.9817381501197815;0.991989016532898
1;0.9910878539085388;0.0267021581530571;0.9921465516090393;0.9922304153442383;0.9875838160514832;0.041948311030864716;0.9842299222946167;0.9895185232162476
2;0.9948563575744629;0.015975436195731163;0.9959938526153564;0.9955694079399109;0.987345814704895;0.04379339516162872;0.9803798198699951;0.9920182228088379
3;0.9969190955162048;0.009251500479876995;0.9975151419639587;0.9971665740013123;0.9873061180114746;0.06222134828567505;0.9868013262748718;0.9873418807983398
4;0.9975537657737732;0.00789871346205473;0.9982007145881653;0.9981212019920349;0.9864334464073181;0.06453243643045425;0.9901862740516663;0.9804989695549011
5;0.9982149004936218;0.005706957075744867;0.9987342953681946;0.9988367557525635;0.9859970808029175;0.07510409504175186;0.9880958795547485;0.9834384322166443
6;0.9981091618537903;0.0054068793542683125;0.9983611106872559;0.9978475570678711;0.9871870875358582;0.07106886804103851;0.9877901673316956;0.9844599366188049
7;0.9984925985336304;0.004324644338339567;0.9988114833831787;0.998589813709259;0.9876631498336792;0.06568371504545212;0.9863953590393066;0.9862756133079529
